vessel_record_id,ssvid,n_shipname,n_callsign,imo,flag,owner,owner_flag,source_code
USA-603126,367769940,DILIGENCE,WDJ3641,,USA,,USA,USA
USA-603341,367646240,JESSICAMARIE,WDH7241,,USA,,USA,USA
USA-603653,367112630,ABBIEANDHOLLY,WDD2228,,USA,,USA,USA
USA-603708,367741540,MARATHON,WDI8728,,USA,,USA,USA
USA-603904,367751630,FLEETKING,WCX4625,,USA,,USA,USA
USA-604314,367343270,QUEST,WDE3720,,USA,,USA,USA
USA-605599,367149670,DOMINION,WDD4824,,USA,,USA,USA
USA-606117|IMO-7947398,368499000,COURAGEOUS,WBC5659,7947398,USA,,USA,USA
USA-606275|IMO-7943457,367300990,LUCKY13,WDD8654,7943457,USA,,USA,USA
USA-606699,367303270,CAPECAUTION,WTH6781,,USA,,USA,USA
USA-607367,367508140,SPARTAN,WDF9721,,USA,,USA,USA
USA-608322,338150531,GOODSHEPHERD,WDE6672,,USA,,USA,USA
USA-608322,338150531,SEATIDE,WDE6672,,USA,,USA,USA
USA-608579,367170920,ANGELETTE,WDD6290,,USA,,USA,USA
USA-609035,367764780,AMANDAC,WDJ3102,,USA,,USA,USA
USA-609038,368195240,JUSTINCASE,WDM3211,,USA,,USA,USA
USA-609064,367119230,NORQUEST,WDJ4041,,USA,,USA,USA
USA-609064,367119230,NORQUEST,WDD2742,,USA,,USA,USA
USA-609594|IMO-7944932,367133130,ADRIANNA,WUV6760,7944932,USA,,USA,USA
USA-610005,367517140,ATLANTICPRINCE,WDG2585,,USA,,USA,USA
USA-610390,367565970,STORMBRINGER,WDG7307,,USA,,USA,USA
USA-610548|IMO-7933488,367365550,EUNICELEMAY,WDE5363,7933488,USA,,USA,USA
USA-610567,367498220,SOUTHBAY,WDF8753,,USA,,USA,USA
USA-610984|IMO-8854677,367354000,ALASKAROSE,WCW9002,8854677,USA,,USA,USA
USA-611365|IMO-7947702,367161350,ARGOSY,WDD5641,7947702,USA,,USA,USA
USA-611459,366979230,NIPNTUCK,WQZ6191,,USA,,USA,USA
USA-612570|IMO-7948562,367092080,ELIZABETHANDNIKI,WTZ4396,7948562,USA,,USA,USA
USA-612869,367478790,CAPTAIN72,WDF6882,,USA,,USA,USA
USA-613250,367167220,NEPTUNE,WDD6016,,USA,,USA,USA
USA-613302,367612650,ENDURANCE,WDH3952,,USA,,USA,USA
USA-613318,367115250,TRIBUTE,WDD2432,,USA,,USA,USA
USA-613587,367096410,KATELLA,WDC9013,,USA,,USA,USA
USA-613901,367103490,PENNY5,WDC9527,,USA,,USA,USA
USA-614651,367050280,ROCKYB,WDI7289,,USA,,USA,USA
USA-614780,368043730,DEFIANT,WDK3286,,USA,,USA,USA
USA-615165|IMO-7926473,367490000,WESTWARD1,WSD7123,7926473,USA,,USA,USA
USA-615240|IMO-8886993,367167460,MAIVAN,WDD6034,8886993,USA,,USA,USA
USA-615409,338199694,HANNAHJAE,WQZ7954,,USA,,USA,USA
USA-615601,367549720,SEAPRIDE,WDG5734,,USA,,USA,USA
USA-615642,367174750,PERSEVERANCE,WDD6572,,USA,,USA,USA
USA-615774,368094990,TABITHA,WDK8523,,USA,,USA,USA
USA-615795,366722740,CORVAMAY,WAU3272,,USA,,USA,USA
USA-615907|IMO-8033508,367176360,MOTIVATION,WCX5131,8033508,USA,,USA,USA
USA-616610,368156790,LODESTAR,WDL7067,,USA,,USA,USA
USA-616696,366408210,CYNTHIARENEE,WCY5776,,USA,,USA,USA
USA-616700,367170450,WONDERWOMAN,WDD6257,,USA,,USA,USA
USA-616723,367573660,MISSLAURALOUISE,WDG8066,,USA,,USA,USA
USA-617313|IMO-8034021,367446940,GULFSHRIMP,WDF4019,8034021,USA,,USA,USA
USA-617480,367701120,SOUTHERNGRACE,WDI4693,,USA,,USA,USA
USA-617531,367511740,SEAJAY,WDG2061,,USA,,USA,USA
USA-618345,367646380,SECONDDESTINY,WDH7255,,USA,,USA,USA
USA-618360,367310820,KATHI,WDD9395,,USA,,USA,USA
USA-618527,366907980,FRANANDLLOYD,WDJ2407,,USA,,USA,USA
USA-618788,367369280,RAVEN,WQZ9612,,USA,,USA,USA
USA-619109,367165270,CAMAI,WDK2989,,USA,,USA,USA
USA-619312|IMO-7933725,367391270,CAPTAINLEE,WDE7278,7933725,USA,,USA,USA
USA-619934,367134030,TRADITION,WDD3624,,USA,NAT W,USA,NOAA
USA-619934,367134030,TRADITION,WDD3624,,USA,,USA,USA
USA-620064,367325850,HOPEFULL,WDE2480,,USA,,USA,USA
USA-620105,368182430,SEASONS2,WDL9809,,USA,,USA,USA
USA-620142|IMO-8036251,366776910,PT,WCZ653,8036251,USA,,USA,USA
USA-620677,368064610,JETSTREAM,WDK5417,,USA,,USA,USA
USA-620801|IMO-8036691,367163920,LADYSIMPSON,WBF4055,8036691,USA,,USA,USA
USA-621168,367390410,ADVANCER,WDE7205,,USA,,USA,USA
USA-621270,367713520,JANICER,WDI5935,,USA,,USA,USA
USA-621541,367314190,OCEANDREAM,WDD9638,,USA,,USA,USA
USA-621542,366726650,ALEUTIANSPIRIT,WCW9448,,USA,,USA,USA
USA-621901,368087580,DUCHESS,WDK7763,,USA,,USA,USA
USA-622003|IMO-8036940,366831480,BLACKSHEEP,WDA6358,8036940,USA,,USA,USA
USA-622026,338126461,GOLDCOAST,WYQ8714,,USA,,USA,USA
USA-622170,366277460,DEDEEMAE2,WSE6998,,USA,,USA,USA
USA-622186,367420030,TRIDENT,WDE9679,,USA,,USA,USA
USA-622522,366966550,OCEANANGEL2,WDB8924,,USA,,USA,USA
USA-622589,366834830,LENAPEARL,WDA6663,,USA,,USA,USA
USA-622750|IMO-8010087,303346000,ALLIANCE,WDC3438,8010087,USA,,USA,USA
USA-622834,367533870,DYINGBREED,WDG4183,,USA,,USA,USA
USA-622869|IMO-8036885,367037040,CRITTERGETTER,WDC5177,8036885,USA,,USA,USA
USA-623020,367606470,FREEDOM,WDH3314,,USA,,USA,USA
USA-623332,367680310,ALEUTIANSUN,WDI2649,,USA,,USA,USA
USA-623601,367090910,RIANDAS,WSA7498,,USA,,USA,USA
USA-623734,367059420,CHASINA,WDC6672,,USA,,USA,USA
USA-623838,367175390,CONFIDENCE,WDD6619,,USA,,USA,USA
USA-623839|IMO-8036926,366431380,NATHANIELLEE,WBT4511,8036926,USA,,USA,USA
USA-623905,366983090,CAPTJEFF,WDB9803,,USA,,USA,USA
USA-624106,367721920,TEXASLADY,WDI6758,,USA,,USA,USA
USA-624325|IMO-8037578,367355000,BERINGROSE,WCW9001,8037578,USA,,USA,USA
USA-624657,366816240,CAMERON,WDG7289,,USA,,USA,USA
USA-624895,367335230,ATLANTICQUEEN,WDE3185,,USA,,USA,USA
USA-625301,367091580,JENNIFERLEE,WAT3517,,USA,,USA,USA
USA-625351,367175820,NORSEMEN,WCX5192,,USA,,USA,USA
USA-625950,367352170,SUSANMARIE,WCY5545,,USA,,USA,USA
USA-626133,367305930,BENTHICLADY,WDD9020,,USA,,USA,USA
USA-626266,367497510,GOODNEWS,WDF8689,,USA,,USA,USA
USA-626555,367092610,KARIEL,WDC8758,,USA,,USA,USA
USA-626559,366939960,RAVENBAY,WDB7285,,USA,,USA,USA
USA-626560|WCPFC-4151,367738010,SANCHO12,WDI8378,,USA,T J FISHERIES,USA,RESEARCH-PAPER
USA-626560|WCPFC-4151,368025960,HELEN,WDJ9429,,USA,T J FISHERIES,USA,RESEARCH-PAPER
USA-626614|WCPFC-5711,367070360,SOJOURN,WDC7370,,USA,,USA,USA
USA-626614|WCPFC-5711,367070360,SOJOURN,WDC7370,,USA,JOHN MORELAND FISHING,USA,WCPFC
USA-627816,367368150,ALEUTMISTRESS,WDE5534,,USA,,USA,USA
USA-628471,367782040,REBELLADY,WDJ4875,,USA,,TTO,USA
USA-628510,367543740,JUDGE,WDG5140,,USA,,USA,USA
USA-628952,367370190,BLACKHAWK,WDE5679,,USA,,USA,USA
USA-629278,367111770,RAECHELLOUISE,WDD2165,,USA,,USA,USA
USA-629820,368237640,PAPAWOOD,WDM7829,,USA,,USA,USA
USA-630696,273511147,APRIL,APRIL,,USA,,USA,USA
USA-630817|WCPFC-9310,367662540,OKAY,WDH8890,,USA,,USA,USA
USA-630817|WCPFC-9310,367662540,OKAY,WDH8890,,USA,OKAY,USA,WCPFC
USA-631084,366907180,BELLAK,WDB5216,,USA,,USA,USA
USA-631084,367609130,BELLAK,WDH3614,,USA,,USA,USA
USA-632162,368560000,CHANDALAR,WDD6637,,USA,,USA,USA
USA-632162,367175590,CHANDALAR,WDD6637,,USA,,USA,USA
USA-632516,367328720,LADYLEEDAWN,WCX9276,,USA,,USA,USA
USA-632657,367164230,KIPPER,WDD5823,,USA,,USA,USA
USA-632751,367172760,OCEANPROWLER,WDD6422,,USA,,USA,USA
USA-632751,366172000,OCEANPROWLER,WDD6422,,USA,,USA,USA
USA-633084,367338320,MAJESTIK,WDE3383,,USA,,USA,USA
USA-633206,367408970,WESTERNBREEZE,WDE8738,,USA,,USA,USA
USA-633694,367448540,BONNIEMARIETTA,WDF4148,,USA,,USA,USA
USA-634030,367523450,ALASKANBELLE,WDG3191,,USA,,USA,USA
USA-635397,367330420,AUGUSTINE,WBQ3118,,USA,,USA,USA
USA-635591,367105250,KARENANN,WDC9668,,USA,,USA,USA
USA-635900,367045150,TRADITION,WDC5696,,USA,,USA,USA
USA-636187,366955140,ASHLEYGAIL,WDB8232,,USA,,USA,USA
USA-636329,367302960,BRUINBAY,WDD8804,,USA,,USA,USA
USA-636853,367630640,KARENJAN,WDH5707,,USA,,USA,USA
USA-637856|IMO-8030477,368293000,ALASKAOCEAN,KRCT,8030477,USA,,USA,USA
USA-638772|WCPFC-5710,367754830,CAPTAINALEX,WDJ2055,,USA,LADY ANH THU,USA,RESEARCH-PAPER
USA-638852,367031440,ANAPILAR,WDC4836,,USA,,USA,USA
USA-638863,367319940,MISSSHANNON,WDE2067,,USA,,USA,USA
USA-639255|WCPFC-4160,338237787,NEWHOPE,WCY3398,,USA,,USA,USA
USA-639255|WCPFC-4160,338237787,NEWHOPE,WCY3398,,USA,HARMAN PAUL,USA,WCPFC
USA-639570|WCPFC-3975,367758020,COMMANDER1,WDJ2400,,USA,NEW HOLLY FISHERIES,USA,WCPFC
USA-640094,367377280,ISLANDPACKER,WDE6201,,USA,,USA,USA
USA-640718|WCPFC-9361,367161930,PACIFICCONQUEST,WDD5675,,USA,,USA,USA
USA-640718|WCPFC-9361,367161930,PACIFICCONQUEST,WDD5675,,USA,PACIFIC CONQUEST,USA,WCPFC
USA-641216,367012650,BARONESS,WDD5771,,USA,,USA,USA
USA-641334,366844810,COURAGEOUS,WDA7574,,USA,,USA,USA
USA-641721,367598880,CAPTSIG,WDH2561,,USA,,USA,USA
USA-641819,366783820,MISSKATHI,WCZ8756,,USA,,USA,USA
USA-642785,368009730,CAROLJEAN,WDJ7747,,USA,,USA,USA
USA-643138,367537290,SPERANZAMARIE,WDG4507,,USA,,USA,USA
USA-643617,367387710,SUSANC3,WDE7004,,USA,,USA,USA
USA-643771|IMO-8030489,366062000,NORTHERNHAWK,KUCE,8030489,USA,,USA,USA
USA-645158,367558370,FAIRMAIDEN,WDG6567,,USA,,USA,USA
USA-645410,367664510,WINONAJ,WDH9082,,USA,,USA,USA
USA-646400,367174570,JALEO,WRA9225,,USA,,USA,USA
USA-646410,366668710,TAMMYLIN,WDH8070,,USA,,USA,USA
USA-646532,367326740,PATRIOT,WBQ3491,,USA,,USA,USA
USA-646737|IMO-7738412,366047000,AMERICANTRIUMPH,KTHZ,7738412,USA,,USA,USA
USA-647246,366933360,REVIVAL,WDI2314,,USA,,USA,USA
USA-647351,367135720,CAPEKARLUK,WCW8463,,USA,,USA,USA
USA-647528,367488620,LADYJ,WDF7833,,USA,,USA,USA
USA-647828,367341940,BLUECS,WDE3634,,USA,,USA,USA
USA-647942,367134610,ROSIEM,WAN8837,,USA,,USA,USA
USA-648036,367139530,CINDYMARIE,WBA8110,,USA,,USA,USA
USA-648424,366988530,MARYELIZABETH,WDC2138,,USA,,USA,USA
USA-648566,367092410,ERIKAANN,WDC8743,,USA,,USA,USA
USA-648763,367382540,SABRINA,WDE6623,,USA,,USA,USA
USA-648796,367610250,WINDWALKER,WDH3727,,USA,,USA,USA
USA-648825,366959050,ISLANDPRIDE,WDB8471,,USA,,USA,USA
USA-648979,338386000,PROVIDER2,WCY8496,,USA,MARTIN SCANLON,USA,NOAA
USA-648979,338386000,PROVIDER2,WCY8496,,USA,,USA,USA
USA-649277,367175640,DOLPHIN3,WDD6640,,USA,,USA,USA
USA-649333,367071220,ATLANTIS,WCU9845,,USA,,USA,USA
USA-649334,367156940,PROVIDENCE,WAJ4494,,USA,,USA,USA
USA-649364,367745000,BANTERBAY,WDC8540,,USA,,USA,USA
USA-649365,367735610,SOUNDSTAR,WDI8133,,USA,,USA,USA
USA-651655|IMO-8305717,367680640,FVNIGHTHAWK,WDI2681,8305717,USA,,USA,USA
USA-652243,367398120,KARINA,WDE7823,,USA,,USA,USA
USA-653178|USA-AK46851,367794150,JENNIEGIRL,WDJ6080,,USA,,USA,USA
USA-654389,367118070,PILGRIM,WTD5519,,USA,,USA,USA
USA-654916,368179450,CAPECLEARE,WDL9475,,USA,,USA,USA
USA-655108,367741590,MISSHALEY2,WDI8734,,USA,,USA,USA
USA-655144,367721580,ALICEMAE,WDI6724,,USA,,USA,USA
USA-655151|IMO-8854691,367145460,FISHWISH,WDD4497,8854691,USA,,USA,USA
USA-655275,367442240,LINDAB,WDF4466,,USA,,USA,USA
USA-655275,367452240,LINDAB,WBF4466,,USA,,USA,USA
USA-655948,367090930,HAAKON,WDC8656,,USA,,USA,USA
USA-656114,367142820,HERITAGE,WDD4298,,USA,HERITAGE FISHERIES,USA,NOAA
USA-656259,338367000,KRISTINLEE,WUU6322,,USA,KRISTIN LEE,USA,RESEARCH-PAPER
USA-656377,367347180,POUNDSTONE,WDE4002,,USA,,USA,USA
USA-656475,367343030,REALITY,WRC3201,,USA,,USA,USA
USA-656482,367347160,MRSEA,WDE4000,,USA,,USA,USA
USA-656716,367405340,KARENEVICH,WCZ2743,,USA,,USA,USA
USA-657172,367642750,JACOB,WDH6905,,USA,,USA,USA
USA-659026,368588000,EYELANDER,WRC5443,,USA,,USA,USA
USA-659140,366918950,KAYDENNICOLE,WDI2812,,USA,,USA,USA
USA-659866,367087280,JAMESANDMATTHEW,WDC8448,,USA,,USA,USA
USA-660044,367377520,NORTHERNSTAR,WDE6220,,USA,,USA,USA
USA-661746|IMO-8886644,367393710,BLUELAGOON,WDE7472,8886644,USA,,USA,USA
USA-663270,367076170,KAYLEIGHANN,WAQ7347,,USA,,USA,USA
USA-663342,338125423,FALCON,WDD2930,,USA,,USA,USA
USA-664220,366910530,MISSJULIE,WDB5519,,USA,COLBERT SEAFOOD,USA,NOAA
USA-664220,366910530,MISSJULIE,WDB5519,,USA,,USA,USA
USA-666529,367134360,ATLANTICWARRIOR,WDD3657,,USA,,USA,USA
USA-666602,367778860,BRAND10,WDJ4559,,USA,,USA,USA
USA-669147,366826340,SOUTHERNLADY,WDA5977,,USA,,USA,USA
USA-669872,368055000,EAGLEEYE,WST3794,,USA,MALCOLM MACLEAN EAGLE EYE FISHING,USA,RESEARCH-PAPER
USA-671157,367390140,ORION,WDE7187,,USA,,USA,USA
USA-672841|IMO-8886400,367455330,IBERIA2,WDF4740,8886400,USA,,USA,USA
USA-673087,367315270,LADYHELENA,WDD9718,,USA,,USA,USA
USA-673556,367321260,CANDACE,WDE2162,,USA,,TTO,USA
USA-673750,367175180,ACESHIGH,WDD6608,,USA,,USA,USA
USA-678045,367151960,SEAWOLF,WAM3483,,USA,,USA,USA
USA-679524,367122560,ATLANTICGIRL,WDD3000,,USA,,USA,USA
USA-679879,366923720,WILLIAMBOWE,WSN2560,,USA,,USA,USA
USA-682066,366810880,FIDELIA,WDA4572,,USA,,USA,USA
USA-682332,366222630,NANCYELIZABETH,WSM8799,,USA,,USA,USA
USA-683426,367120830,NATIVESUN,WDD2862,,USA,,USA,USA
USA-684471,367757970,STJUNE,WDJ2396,,USA,,USA,USA
USA-685070,367620890,KILOKAK,WDH4742,,USA,,USA,USA
USA-685870,367416790,NATALIEROSE,WDE9402,,USA,,USA,USA
USA-686438,338163041,AMERICANBEAUTY,WBH2000,,USA,,USA,USA
USA-687010,367360920,LILLYMAE,WDE5018,,USA,,USA,USA
USA-689213,368000070,SHAWNALUCILLE,WDJ6774,,USA,,USA,USA
USA-689335,367720810,GABBYG,WDI6650,,USA,GABBY G FISHERIES,USA,NOAA
USA-690722,367514890,IRONLADY,WDG2365,,USA,BOSTON SWORD AND TUNA,USA,RESEARCH-PAPER
USA-693464,367528230,VOYAGER,WDG3647,,USA,,USA,USA
USA-693851,367793110,FISHHOUND,WDJ5970,,USA,,USA,USA
USA-696011|WCPFC-4201,367135280,CAPTSILVER,WDJ6621,,USA,CAPT SILVER,USA,RESEARCH-PAPER
USA-696011|WCPFC-4201,368223120,CAPTSILVER,WDM6203,,USA,CAPT SILVER FISHERIES,USA,WCPFC
USA-696011|WCPFC-4201,368042650,CAPTSILVER,WDJ6621,,USA,CAPT SILVER,USA,WCPFC
USA-697224,366991750,SHEILAL,WDC2353,,USA,,USA,USA
USA-697506,367741680,PRINCESSSOPHIA,WDI8741,,USA,,USA,USA
USA-698763,367556170,HANDFUL,WDG6361,,USA,,USA,USA
USA-901666,366983220,WILLIAMLEE,WDB9809,,USA,,USA,USA
USA-902684,367155760,CAPTJIMMY,WBC8549,,USA,,USA,USA
USA-902748,368161000,WHITEWATER2,WCY6968,,USA,WHITE WATER SEAFOOD,USA,RESEARCH-PAPER
USA-902748,436816110,WHITEWATER2,WCY6968,,USA,,USA,USA
USA-903511|IMO-8720113,368555000,ARCTICSTORM,WTQ5896,8720113,USA,,USA,USA
USA-905629,367360070,BRETTANTHONY,WCY4051,,USA,,USA,USA
USA-906598,367180140,ARCHANGEL,WTS2239,,USA,,USA,USA
USA-908223,367300490,SHADYLADY,WDD8618,,USA,,USA,USA
USA-908469|IMO-8719853,367739090,ALIMAJEAN,WDI8487,8719853,USA,,USA,USA
USA-909599,367669840,MISSKAYDEN,WDH9615,,USA,,USA,USA
USA-909620,368018210,MISSJULIE,WDJ8618,,USA,,USA,USA
USA-909620,367706120,MISSJULIE,WDI5197,,USA,,USA,USA
USA-909782|WCPFC-11724,368026770,VAK1,WDJ9511,,USA,,USA,USA
USA-909782|WCPFC-11724,368026770,VAK1,WDJ9511,,USA,VAK FISHERIES,USA,WCPFC
USA-910239,367153390,MASTERRAY2,WCW9985,,USA,,USA,USA
USA-910239,367153390,MISSMELINA,WCW9985,,USA,,USA,USA
USA-910240,368036220,APACHEROSE,WDK2508,,USA,,USA,USA
USA-910368,367436240,LINNEA,WDF3128,,USA,,USA,USA
USA-910413,367740530,MISSMARY,WDI8630,,USA,,USA,USA
USA-910514,367183530,MORNINGSTAR2,WCX6189,,USA,,USA,USA
USA-910749,366809130,OSCEOLA,WDA4412,,USA,,USA,USA
USA-910809|WCPFC-4377,367705430,LADYOFTHESEA2,WDI5126,,USA,LADY OF THE SEA,USA,RESEARCH-PAPER
USA-910826,367426140,STTHERESA,WDF2217,,USA,,USA,USA
USA-911123,367325970,LUCKYTHOMAS,WDE2488,,USA,,USA,USA
USA-911198,368051570,ROOSTER,WDK4074,,USA,,USA,USA
USA-912281,368094160,MISSLT99,WDK8438,,USA,,USA,USA
USA-913279,367768910,MRSDIANA,WDJ3537,,USA,,USA,USA
USA-916512,367717060,PHUOCTHANHMAI,WDI6281,,USA,,USA,USA
USA-916658,367334790,CAPTJOSEPH2,WDE3154,,USA,,USA,USA
USA-916662,367669280,PHUOCTHANHMAI2,WDH9555,,USA,,USA,USA
USA-916869,367160240,MARCOS,WDD5568,,USA,,USA,USA
USA-916878,366733140,MISSJENNIFER,WCX4566,,USA,,USA,USA
USA-923218,368108490,ANNABELC,WDL2026,,USA,,USA,USA
USA-923246|IMO-8886022,367730530,MISSJENNIESTAR,WDI7625,8886022,USA,,USA,USA
USA-924369,367387730,ALEUTLADY,WDE7006,,USA,,USA,USA
USA-925863|IMO-8812265,367084450,FORUMSTAR,WDC8278,8812265,USA,,USA,USA
USA-926487|IMO-8853037,366845390,ENDEAVOR,WDA7623,8853037,USA,,USA,USA
USA-926532|IMO-8842650,366744840,JEANNIELORRAINE,WTC3290,8842650,USA,,USA,USA
USA-926754,367719840,SEAANGEL,WDI6551,,USA,WESTPORT CHARTERS,USA,RESEARCH-PAPER
USA-927734,367355440,COMPROMISE,WUY3114,,USA,,USA,USA
USA-928566,368187220,DIEHARD,WDM2343,,USA,,USA,USA
USA-928890,367394740,EMPRESS,WDE7560,,USA,,USA,USA
USA-928949|IMO-8885561,367629060,CAPTBINH,WDH5555,8885561,USA,,USA,USA
USA-931018,338160458,ANGIEBABY,WRN2517,,USA,,USA,USA
USA-932650,367514530,STPETER,WDG2327,,USA,,USA,USA
USA-932694|IMO-8852461,366977950,NOBSKA,WDB9532,8852461,USA,,USA,USA
USA-933627|IMO-7391276,366946000,PHOENIX,WRYH,7391276,USA,,USA,USA
USA-933797,367449130,TRANSTAR,WDF4200,,USA,,USA,USA
USA-936689|WCPFC-4224,367439830,KELTIE,WDZ7332,,USA,,USA,USA
USA-936689|WCPFC-4224,367439830,KELTIE,WDZ7332,,USA,F V OCEAN CHALLENGER,USA,WCPFC
USA-939449,338396000,QUALAYSQUALLUM,WDH2286,,USA,,USA,USA
USA-939678,367474410,TKO,WDF6452,,USA,,USA,USA
USA-939692,367548880,PHIDEAUX,WDG5656,,USA,,USA,USA
USA-940507,367186480,LISAANNE,WDD7444,,USA,,USA,USA
USA-942575,366947560,HOTSPUR,WDB7756,,USA,,USA,USA
USA-942733,367379740,CELTIC,WDE6399,,USA,,USA,USA
USA-942862,367327250,ENDEAVOR,WDJ8386,,USA,,USA,USA
USA-942862,367327250,ENDEAVOR,WDE2605,,USA,,USA,USA
USA-943313,366906550,SEABORN,WCZ2909,,USA,,USA,USA
USA-943403,366989730,KINGDOMWORLD,WCO7382,,USA,,USA,USA
USA-943569,367707370,MARILYNJ,WDI5320,,USA,,USA,USA
USA-943864,367397030,CHATHAM,WDE7740,,USA,,USA,USA
USA-944084|IMO-8819811,366846750,SANTAISABEL,WDA7748,8819811,USA,,USA,USA
USA-944403,367356010,PERSEUS,WDE4649,,USA,,USA,USA
USA-944850,367789290,ALLIEB,WDJ5585,,USA,,USA,USA
USA-945193|WCPFC-11660|IMO-8885468,368012840,PRINCESSPEARLA,WDJ8073,8885468,USA,LUCKY S L S,USA,WCPFC
USA-945542,367187330,MISSKIMBERLY,WDD7503,,USA,,USA,USA
USA-945796,367781540,CINDRIAGENE,WDJ4829,,USA,,USA,USA
USA-947061,367490280,PACIFICSURVEYOR,WDF7996,,USA,,USA,USA
USA-948114,367392320,KALLISTE,WL6027,,USA,,USA,USA
USA-948801,367403380,KAROLINEMARIE,WDE8258,,USA,,USA,USA
USA-949186,368091660,ORION,WDK8184,,USA,,USA,USA
USA-950624,367683710,SOUTHERNSEAS,WDI2978,,USA,,USA,USA
USA-953423,367733020,STKRISTINE,WDI7871,,USA,,USA,USA
USA-953795,367093980,LOGANT,WAG8794,,USA,,USA,USA
USA-953795,367093980,SISU,WAG8794,,USA,,USA,USA
USA-954695,367102160,PACIFICDAWN,WCW5874,,USA,,USA,USA
USA-954825,367076810,JILLANNE1,WDC7779,,USA,,USA,USA
USA-956008,367389120,DAKOTA,WDE7114,,USA,,USA,USA
USA-957958,368007470,MISSJANE,WDJ7515,,USA,,USA,USA
USA-958549,367011440,NORTHERNMARINER,WAI5478,,USA,,USA,USA
USA-959958,366945410,MORGANANNE,WDB7635,,USA,,USA,USA
USA-960328,367764820,REIVER,WDJ3105,,USA,,USA,USA
USA-960718,367088940,NIGHTHAWK,WAS3257,,USA,,USA,USA
USA-962646,366915090,SIERRAGALE,WDB5922,,USA,,USA,USA
USA-965643,367330840,PACIFICSEA,WDE2877,,USA,,USA,USA
USA-965783,367092530,EXPATRIATE,WCW3876,,USA,,USA,USA
USA-966369,367093910,SALMONBARRY,WDC8843,,USA,,USA,USA
USA-967015,367452850,TINAB,WDF4520,,USA,,USA,USA
USA-968043,368027000,SHAWNARAE,WDE9141,,USA,,USA,USA
USA-970935|WCPFC-5620|IMO-8856194,367716130,PACIFICSTAR,WDI6188,8856194,USA,PACIFIC STAR VESSEL,USA,RESEARCH-PAPER
USA-971543,338108411,TEMPTATION,WAR3573,,USA,,USA,USA
USA-971950,367571920,SIERRAMAR,WDG7894,,USA,,USA,USA
USA-972638,367455570,PACIFICRAIDER,WDF4763,,USA,,USA,USA
USA-972713,367317870,ALINCHAK,WDD9905,,USA,,USA,USA
USA-972845,303310000,CORALLEE,WDC8470,,USA,,USA,USA
USA-973006|IMO-9060986,367125630,BERINGPROWLER,WCZ4949,9060986,USA,,USA,USA
USA-973331,367119270,ADVERSITY,WAX2892,,USA,,USA,USA
USA-974306,367045720,HARBORGEM,WDC5737,,USA,,USA,USA
USA-975597,366174810,MARAUDER,WAW7820,,USA,,USA,USA
USA-976542,366734030,MISSROXANNE,WDK6196,,USA,,USA,USA
USA-978303,367680750,PROLIFIK,WDI2692,,USA,,USA,USA
USA-978423,366236350,COURTNEYNORAL,WBB8519,,USA,,USA,USA
USA-978500,367150610,ODIN,WBD5740,,USA,,USA,USA
USA-979750,367560870,JENNIFERLYNN,WDG6808,,USA,,USA,USA
USA-980069,367550330,SUMMERBREEZE,WDG5792,,USA,,USA,USA
USA-980422,366245060,DECISION,WBC6845,,USA,,USA,USA
USA-981004,367162650,EMILYNICOLE,WBE8607,,USA,,USA,USA
USA-981162,367114950,CAPTAINKIDD,WDD2410,,USA,,USA,USA
USA-981943,367720070,SOLSTICE,WDF8298,,USA,,USA,USA
USA-982375,367409350,EASTERNHUNTER,WDE8768,,USA,,USA,USA
USA-982857,367299360,SPICYLADY,WBI3417,,USA,,USA,USA
USA-986786,367331480,OCEANSTORM,WBP8527,,USA,,USA,USA
USA-986920,367434290,ZEALOT,WCZ6322,,USA,,USA,USA
USA-988454,367173230,NAVIGATOR,WDD6460,,USA,,USA,USA
USA-988454,367056642,NAVIGATOR,WDC6460,,USA,,USA,USA
USA-991243,367568840,CHADANTHONY,WDG7592,,USA,,USA,USA
USA-991477,367497340,MISSCOURTNEYKIM,WDF8673,,USA,,USA,USA
USA-991974,367522890,MIRAGE,WDG3139,,USA,,USA,USA
USA-992704,367656930,DOVE,WDH8333,,USA,,USA,USA
USA-993065,367711540,QUEENCORINNE,WDI5731,,USA,,USA,USA
USA-993673|IMO-8938514,367368690,MISSMARISSA,WDE5574,8938514,USA,,USA,USA
USA-997091,367701040,ALEXANDRIADAWN,WDI4686,,USA,HELMAR FISHING,USA,RESEARCH-PAPER
WCPFC-10182,416001591,TIANFENG3,BK6587,,TWN,LIN HSIN TSE,TWN,WCPFC
WCPFC-10190,416003573,CHERNCHARNYU,BK6796,,TWN,CHERN LIANQ TSUEN,TWN,WCPFC
WCPFC-10192,416001427,HORNGSHENQ16,BK6816,,TWN,CHEN CHANG_SI,TWN,WCPFC
WCPFC-10195,416000448,SHINCHINQHER,BK6820,,TWN,WANG SAN HER,TWN,WCPFC
WCPFC-10197,416001163,FWUCHANG16,BK6842,,TWN,HWANG JEA YII,TWN,WCPFC
WCPFC-10250,416001631,MINGSHENQSHYANG3,BJ3419,,TWN,HUANG JIA CHENG,TWN,WCPFC
WCPFC-10254,416001428,JINFUSAING6,BJ3902,,TWN,CHEN FU CIOU,TWN,WCPFC
WCPFC-10255,416001715,SHINGDAR36,BJ3905,,TWN,DUH LIN CHIOU JIAU,TWN,WCPFC
